record_id,date,route_id,vessel_type_id,port_id,distance_nm,freight_rate_usd,transit_delay_days,trade_volume_tons,ghg_emission_tons,period_status
9127,2023-07-31,2,1,104,11707,4113,15,28773,31115.5,Pre-Disruption
9128,2024-10-29,4,4,103,1509,2054,2,50671,5413.5,During-Disruption
9129,2024-08-16,4,1,102,1431,2125,3,20593,4462.5,During-Disruption
9130,2023-05-11,3,1,102,6150,3247,8,46101,16080.0,Pre-Disruption
9131,2024-09-03,1,1,103,8567,2370,4,67243,22969.5,During-Disruption
9132,2023-09-13,3,1,103,6165,3328,8,24244,17143.5,Pre-Disruption
9133,2024-07-14,1,1,101,8430,2605,7,17753,22902.0,During-Disruption
9134,2023-03-04,1,1,104,8411,2579,5,49497,22111.5,Pre-Disruption
9135,2024-02-11,1,2,104,8686,2260,6,52685,23134.0,During-Disruption
9136,2025-03-12,1,2,103,8422,2729,5,18928,22951.0,Post-Disruption
9137,2023-01-15,1,3,101,8560,2797,4,81833,23365.0,Pre-Disruption
9138,2023-09-16,2,3,102,11963,4200,13,49055,30810.5,Pre-Disruption
9139,2024-12-23,4,1,103,1589,2257,2,79237,5323.5,During-Disruption
9140,2024-09-05,1,1,104,8640,2256,6,38602,22607.0,During-Disruption
9141,2025-12-04,4,2,101,1479,1684,3,46863,4439.5,Post-Disruption
9142,2025-03-23,1,1,101,8670,2305,5,54780,22408.0,Post-Disruption
9143,2023-11-27,1,1,101,8503,2841,4,67689,23207.5,During-Disruption
9144,2023-06-14,2,2,104,11777,4013,15,58657,31337.5,Pre-Disruption
9145,2025-12-24,2,1,101,11711,4532,15,72976,31189.5,Post-Disruption
9146,2024-01-22,1,3,102,8682,2244,7,39113,22672.0,During-Disruption
9147,2025-11-19,1,1,104,8510,2745,7,59777,22494.0,Post-Disruption
9148,2023-11-24,2,4,103,11959,4372,13,44237,31055.5,During-Disruption
9149,2023-11-16,1,3,101,8595,2270,5,80758,23108.5,During-Disruption
9150,2024-02-03,3,1,104,6283,3130,7,36267,16617.5,During-Disruption
9151,2023-04-15,2,2,103,11845,4523,13,74138,30408.5,Pre-Disruption
9152,2024-11-26,1,2,103,8574,2322,4,48538,22314.0,During-Disruption
9153,2025-10-13,3,2,102,6299,2968,7,26166,16720.5,Post-Disruption
9154,2023-11-26,1,1,103,8587,2310,5,18334,22720.5,During-Disruption
9155,2024-10-21,3,1,102,6205,3145,7,53298,16032.5,During-Disruption
9156,2025-12-06,3,1,104,6172,3272,8,77449,17058.0,Post-Disruption
9157,2024-08-21,4,1,102,1671,1697,4,73048,5800.5,During-Disruption
9158,2025-03-31,2,4,104,11913,4321,14,27869,31045.5,Post-Disruption
9159,2024-10-02,2,1,104,11885,4673,12,68355,30294.5,During-Disruption
9160,2023-11-10,1,1,101,8539,2708,4,48978,22379.5,During-Disruption
9161,2024-04-06,2,1,102,11866,4375,15,21401,30635.0,During-Disruption
9162,2024-04-30,2,4,104,11842,4671,15,48531,30791.0,During-Disruption
9163,2024-02-14,2,2,101,11771,4139,13,64070,30629.5,During-Disruption
9164,2023-01-27,3,3,102,6246,3280,9,80887,17074.0,Pre-Disruption
9165,2025-11-18,1,3,102,8500,2602,4,45202,22572.0,Post-Disruption
9166,2023-09-28,3,3,103,6184,3202,7,51323,16914.0,Pre-Disruption
9167,2024-11-16,3,2,101,6394,3065,6,67819,17282.0,During-Disruption
9168,2024-05-15,2,1,103,11842,4265,14,58794,31396.0,During-Disruption
9169,2024-01-20,2,1,104,11894,4354,13,24910,30401.0,During-Disruption
9170,2023-03-01,1,2,102,8583,2752,5,48086,22230.5,Pre-Disruption
9171,2023-08-08,4,1,104,1466,1654,3,19470,4413.0,Pre-Disruption
9172,2025-02-09,1,2,101,8621,2428,4,59747,22433.5,Post-Disruption
9173,2024-07-17,2,1,102,11961,4223,15,78087,31193.5,During-Disruption
9174,2024-06-29,2,2,104,11721,4198,13,65676,30453.5,During-Disruption
9175,2023-04-06,4,1,102,1565,2226,4,49494,5773.5,Pre-Disruption
9176,2025-09-15,3,1,103,6201,3152,8,21758,16647.5,Post-Disruption
9177,2025-04-07,2,3,101,11809,4554,12,19809,30078.5,Post-Disruption
9178,2023-08-19,1,1,101,8578,2877,4,48007,23273.0,Pre-Disruption
9179,2025-08-25,1,2,101,8566,2354,4,31994,23081.0,Post-Disruption
9180,2023-10-02,1,2,102,8533,2826,7,27523,22350.5,Pre-Disruption
9181,2023-09-03,3,4,104,6129,3587,9,40884,17066.5,Pre-Disruption
9182,2023-04-21,3,3,104,6185,3469,9,81888,16019.5,Pre-Disruption
9183,2023-08-22,3,1,101,6108,3231,9,78614,16078.0,Pre-Disruption
9184,2024-02-21,2,2,102,11835,4407,13,78435,31007.5,During-Disruption
9185,2024-11-08,2,1,102,11989,4503,15,75650,31700.5,During-Disruption
9186,2025-03-13,1,1,102,8535,2893,6,44920,23305.5,Post-Disruption
9187,2024-09-10,1,3,104,8539,2825,5,81271,22070.5,During-Disruption
9188,2024-12-07,1,2,101,8442,2885,4,80532,22256.0,During-Disruption
9189,2025-04-30,3,1,104,6204,3341,9,76468,17145.0,Post-Disruption
9190,2024-04-19,1,1,103,8430,2455,7,62290,22384.0,During-Disruption
9191,2024-10-16,3,3,102,6269,3315,7,37279,16418.5,During-Disruption
9192,2024-01-30,2,1,103,11860,4399,12,59824,31253.0,During-Disruption
9193,2023-04-21,2,3,101,11974,4089,12,18363,30958.0,Pre-Disruption
9194,2023-03-31,1,2,101,8652,2340,6,81713,23124.0,Pre-Disruption
9195,2025-02-01,1,1,104,8618,2205,5,83581,22196.0,Post-Disruption
9196,2023-05-12,1,1,101,8512,2539,6,56435,22580.0,Pre-Disruption
9197,2025-11-02,3,1,101,6319,3118,7,43328,16716.5,Post-Disruption
9198,2024-04-01,1,4,104,8582,2778,5,81003,22086.0,During-Disruption
9199,2023-04-08,3,3,104,6359,3563,7,33135,16879.5,Pre-Disruption
9200,2023-10-20,3,2,104,6111,3170,6,19264,17234.5,Pre-Disruption
9201,2025-10-21,1,1,104,8645,2262,6,71588,22167.5,Post-Disruption
9202,2024-07-25,3,2,101,6349,3432,8,41297,16489.5,During-Disruption
9203,2023-09-07,2,1,103,11757,4512,15,83793,30261.5,Pre-Disruption
9204,2024-10-13,3,2,104,6100,3154,8,73725,17037.0,During-Disruption
9205,2023-05-29,1,1,101,8602,2325,7,20441,22705.0,Pre-Disruption
9206,2023-02-13,1,3,101,8443,2650,7,76600,22126.5,Pre-Disruption
9207,2025-12-03,1,3,101,8494,2605,4,15026,22381.0,Post-Disruption
9208,2023-06-11,1,1,101,8693,2819,7,46025,23664.5,Pre-Disruption
9209,2023-09-10,3,3,101,6108,3257,7,25595,16713.0,Pre-Disruption
9210,2023-05-12,3,1,104,6361,2987,7,48754,16436.5,Pre-Disruption
9211,2024-04-18,4,1,104,1652,1990,1,32997,5220.0,During-Disruption
9212,2024-12-06,1,1,102,8495,2568,5,75878,22003.5,During-Disruption
9213,2025-11-24,1,2,102,8529,2888,5,30353,23067.5,Post-Disruption
9214,2023-10-02,2,4,104,11735,4640,14,21612,31273.5,Pre-Disruption
9215,2023-07-06,1,3,104,8504,2646,4,67528,22358.0,Pre-Disruption
9216,2025-08-06,1,2,104,8598,2519,5,33139,22249.0,Post-Disruption
9217,2023-08-31,2,1,103,11990,4272,12,44399,31084.0,Pre-Disruption
9218,2023-09-21,1,1,104,8429,2850,4,56616,22038.5,Pre-Disruption
9219,2024-06-05,2,1,101,11792,4636,13,16272,30763.0,During-Disruption
9220,2025-08-20,1,4,103,8635,2721,5,58379,22604.5,Post-Disruption
9221,2025-02-21,2,4,103,11894,4577,15,71063,30467.0,Post-Disruption
9222,2024-06-18,3,1,101,6355,2915,6,19005,17425.5,During-Disruption
9223,2023-07-29,1,3,101,8430,2567,4,62781,21903.0,Pre-Disruption
9224,2023-02-15,4,2,102,1424,1850,2,57691,5275.0,Pre-Disruption
9225,2023-01-26,2,1,101,11700,4359,15,37380,30495.0,Pre-Disruption
9226,2023-06-24,4,2,104,1517,1830,3,45741,4869.5,Pre-Disruption
9227,2023-11-18,1,3,104,8564,2452,5,45127,23030.0,During-Disruption
9228,2023-02-24,2,1,102,11812,4611,15,15268,30259.0,Pre-Disruption
9229,2024-10-29,2,4,103,11894,4605,12,76398,30449.0,During-Disruption
9230,2023-05-27,3,1,103,6239,3292,6,80033,16237.5,Pre-Disruption
9231,2024-08-21,2,1,102,11719,4516,13,38825,31288.5,During-Disruption
9232,2023-01-20,2,1,104,11985,4518,15,72398,31556.5,Pre-Disruption
9233,2023-11-29,4,3,102,1630,2083,2,43208,5399.0,During-Disruption
9234,2025-06-25,1,1,104,8478,2264,4,76929,22718.0,Post-Disruption
9235,2025-08-01,1,3,104,8527,2418,7,57753,22541.5,Post-Disruption
9236,2025-06-29,2,2,101,11784,4207,15,39507,30084.0,Post-Disruption
9237,2024-02-05,2,1,102,11763,4175,12,37611,31271.5,During-Disruption
9238,2025-08-07,2,3,102,11973,4424,12,55923,31312.5,Post-Disruption
9239,2023-01-28,2,1,104,11987,4009,14,72810,31747.5,Pre-Disruption
9240,2024-04-11,4,3,104,1652,2279,3,78354,5606.0,During-Disruption
9241,2025-09-08,3,1,101,6193,3188,6,75843,16845.5,Post-Disruption
9242,2023-04-11,1,2,104,8688,2814,7,82966,22563.0,Pre-Disruption
9243,2024-07-04,1,3,104,8549,2215,4,75182,22070.5,During-Disruption
9244,2025-03-12,4,4,103,1556,1927,2,45235,5576.0,Post-Disruption
9245,2023-12-19,3,1,102,6315,3444,6,35639,17602.5,During-Disruption
9246,2023-10-23,4,2,101,1659,2146,4,54141,4830.5,Pre-Disruption
9247,2023-12-19,1,1,101,8499,2382,6,22371,22832.5,During-Disruption
9248,2025-06-26,3,1,104,6221,3001,6,33178,16959.5,Post-Disruption
9249,2025-10-15,3,1,102,6231,3231,8,59034,16218.5,Post-Disruption
9250,2024-03-30,1,1,103,8404,2278,5,78816,22723.0,During-Disruption
9251,2024-12-12,2,3,101,11932,4016,15,75323,30959.0,During-Disruption
9252,2025-09-06,2,3,104,11866,4369,14,81367,30698.0,Post-Disruption
9253,2025-01-08,2,1,102,11756,4020,13,70691,30382.0,Post-Disruption
9254,2025-09-03,3,3,103,6130,3304,9,46421,16449.0,Post-Disruption
9255,2023-08-21,3,1,102,6106,2916,9,31665,15793.0,Pre-Disruption
9256,2025-10-20,3,2,101,6111,3487,8,75591,17256.5,Post-Disruption
9257,2023-04-12,3,4,104,6109,3331,8,35041,16121.5,Pre-Disruption
9258,2025-08-10,2,3,104,11856,4555,14,67779,30838.0,Post-Disruption
9259,2024-04-25,1,1,101,8612,2619,7,72482,22883.0,During-Disruption
9260,2023-04-18,3,3,101,6240,2927,9,53866,16626.0,Pre-Disruption
9261,2025-08-30,2,1,102,11826,4024,15,22447,30175.0,Post-Disruption
9262,2024-12-04,1,3,101,8597,2400,6,40826,22238.5,During-Disruption
9263,2023-12-01,2,2,102,11836,4302,14,56490,30160.0,During-Disruption
9264,2023-03-27,1,3,104,8578,2812,5,64650,22057.0,Pre-Disruption
9265,2025-01-03,2,1,103,11787,4278,12,58064,30432.5,Post-Disruption
9266,2025-05-24,1,2,104,8666,2274,5,78422,23584.0,Post-Disruption
9267,2023-12-30,1,2,104,8563,2264,4,29589,22735.5,During-Disruption
9268,2023-03-01,4,2,103,1648,1854,2,41768,4666.0,Pre-Disruption
9269,2024-07-13,3,2,103,6100,3171,8,64009,16543.0,During-Disruption
9270,2023-04-27,3,4,103,6376,3535,9,66982,17020.0,Pre-Disruption
9271,2025-05-23,2,3,104,11871,4561,12,67669,30419.5,Post-Disruption
9272,2025-07-03,3,1,101,6361,3424,9,78655,16857.5,Post-Disruption
9273,2025-08-25,3,3,104,6241,3235,6,54050,17033.5,Post-Disruption
9274,2025-09-25,2,1,101,11792,4207,15,64420,30162.0,Post-Disruption
9275,2023-02-13,4,2,102,1528,1634,2,59784,5668.0,Pre-Disruption
9276,2024-05-23,1,4,104,8535,2313,7,53043,23202.5,During-Disruption
9277,2025-04-28,4,1,103,1510,1631,1,30279,5285.0,Post-Disruption
9278,2025-07-05,2,3,104,11743,4155,14,26702,31283.5,Post-Disruption
9279,2025-06-16,2,3,104,11910,4503,12,53691,31240.0,Post-Disruption
9280,2025-03-09,1,2,103,8646,2552,7,18824,22877.0,Post-Disruption
9281,2025-05-25,2,1,102,11931,4302,13,48959,31029.5,Post-Disruption
9282,2023-10-13,2,1,102,11991,4117,12,29938,31114.5,Pre-Disruption
9283,2024-11-14,4,4,102,1569,1634,2,64504,5623.5,During-Disruption
9284,2025-03-29,4,1,102,1633,1919,3,83097,5846.5,Post-Disruption
9285,2023-05-01,4,2,104,1407,1817,2,64356,4649.5,Pre-Disruption
9286,2025-08-02,1,1,104,8499,2467,5,51097,22851.5,Post-Disruption
9287,2025-10-14,4,1,103,1652,2292,1,65938,4924.0,Post-Disruption
9288,2025-06-25,2,3,101,11981,4043,13,82967,31064.5,Post-Disruption
9289,2023-01-13,3,1,103,6390,3073,7,67580,16633.0,Pre-Disruption
9290,2024-08-25,1,4,102,8587,2397,5,17117,23396.5,During-Disruption
9291,2023-07-19,2,2,101,11822,4301,15,15561,30112.0,Pre-Disruption
9292,2024-08-08,4,2,103,1531,1698,2,19271,4601.5,During-Disruption
9293,2024-03-23,4,1,102,1635,2004,2,21654,5664.5,During-Disruption
9294,2025-04-20,2,4,101,11920,4303,13,30511,31522.0,Post-Disruption
9295,2025-12-30,3,1,101,6161,3046,6,73064,16927.5,Post-Disruption
9296,2024-08-12,1,2,102,8577,2587,4,48012,23300.5,During-Disruption
9297,2025-06-07,3,1,101,6319,3443,7,42769,17342.5,Post-Disruption
9298,2023-02-12,2,1,103,11870,4345,13,59199,30668.0,Pre-Disruption
9299,2024-06-03,1,2,103,8481,2355,7,36415,21867.5,During-Disruption
9300,2025-11-02,1,2,103,8413,2787,5,23321,21648.5,Post-Disruption
9301,2024-12-25,1,1,101,8669,2641,6,38112,22946.5,During-Disruption
9302,2024-09-14,3,1,101,6153,3101,7,27165,16224.5,During-Disruption
9303,2025-09-14,1,3,102,8530,2341,4,41258,22113.0,Post-Disruption
9304,2025-03-13,2,1,102,11797,4103,12,68856,30329.5,Post-Disruption
9305,2024-06-18,1,1,101,8600,2414,5,55824,23144.0,During-Disruption
9306,2023-10-29,2,1,103,11960,4308,12,77112,31275.0,Pre-Disruption
9307,2024-06-10,3,1,101,6320,3007,9,33236,17458.0,During-Disruption
9308,2024-04-04,2,1,104,11704,4459,12,25781,30074.0,During-Disruption
9309,2025-04-11,2,1,103,11816,4536,14,22142,30543.0,Post-Disruption
9310,2024-05-19,2,2,104,11891,4228,13,38741,31517.5,During-Disruption
9311,2025-07-20,1,1,102,8515,2826,4,21146,21926.5,Post-Disruption
9312,2023-11-21,3,2,101,6335,3107,6,55859,16821.5,During-Disruption
9313,2024-08-01,1,4,104,8450,2720,5,81892,23033.0,During-Disruption
9314,2025-01-30,1,4,101,8412,2818,4,49131,22674.0,Post-Disruption
9315,2025-04-30,3,3,104,6317,3304,8,67638,16548.5,Post-Disruption
9316,2025-08-17,1,1,101,8467,2380,5,40694,22461.5,Post-Disruption
9317,2024-05-16,3,1,103,6330,3540,6,79067,16571.0,During-Disruption
9318,2023-11-30,1,3,102,8491,2884,7,19336,22311.5,During-Disruption
9319,2023-10-11,3,1,103,6203,3055,9,66948,16455.5,Pre-Disruption
9320,2024-04-19,1,1,102,8477,2586,5,42038,22679.5,During-Disruption
9321,2025-12-13,1,2,103,8501,2301,4,30036,23095.5,Post-Disruption
9322,2024-09-23,1,1,102,8660,2315,7,38680,22869.0,During-Disruption
9323,2024-12-03,3,3,103,6325,3370,8,24735,17192.5,During-Disruption
9324,2024-02-13,4,3,101,1574,2279,1,41815,5401.0,During-Disruption
9325,2025-09-08,2,3,103,11787,4003,14,26050,31153.5,Post-Disruption
9326,2024-07-12,3,3,104,6217,3097,9,26993,16210.5,During-Disruption
9327,2023-08-10,2,1,104,11979,4203,13,55028,30993.5,Pre-Disruption
9328,2023-06-07,4,3,101,1540,1995,3,70292,5677.0,Pre-Disruption
9329,2023-12-14,3,1,101,6212,3277,9,46325,16711.0,During-Disruption
9330,2025-06-07,1,2,101,8648,2773,5,53401,22575.0,Post-Disruption
9331,2025-07-10,3,1,104,6188,3482,6,48436,16721.0,Post-Disruption
9332,2024-10-23,2,3,103,11919,4603,15,22068,31144.5,During-Disruption
9333,2024-02-09,1,4,101,8450,2673,7,78567,23004.0,During-Disruption
9334,2024-11-07,1,1,103,8574,2887,4,57078,23309.0,During-Disruption
9335,2024-08-11,4,1,102,1608,1990,1,69460,5654.0,During-Disruption
9336,2024-07-11,4,1,103,1516,2296,1,19960,4893.0,During-Disruption
9337,2025-06-23,3,1,103,6390,3467,7,60177,16765.0,Post-Disruption
9338,2025-12-06,4,1,104,1485,2178,2,77273,4484.5,Post-Disruption
9339,2024-04-23,3,3,103,6234,3335,6,50075,16771.0,During-Disruption
9340,2024-05-01,1,1,104,8665,2262,5,42430,22447.5,During-Disruption
9341,2024-07-19,1,1,102,8619,2752,7,46536,22802.5,During-Disruption
9342,2024-06-07,1,3,104,8694,2862,5,43609,22243.0,During-Disruption
9343,2024-12-04,1,1,102,8585,2374,7,52420,22752.5,During-Disruption
9344,2025-10-26,1,1,102,8562,2808,7,30419,22973.0,Post-Disruption
9345,2025-03-31,2,3,101,11826,4035,13,65439,31153.0,Post-Disruption
9346,2025-05-07,3,3,103,6216,2913,6,25033,17203.0,Post-Disruption
9347,2024-08-07,3,1,103,6236,3064,8,60603,16426.0,During-Disruption
9348,2024-11-16,2,1,101,11955,4180,14,67136,31072.5,During-Disruption
9349,2023-08-20,4,1,101,1663,2011,2,48571,5329.5,Pre-Disruption
9350,2023-09-27,2,1,103,11921,4192,15,74203,31603.5,Pre-Disruption
9351,2025-07-28,3,1,101,6249,3202,8,35582,17155.5,Post-Disruption
9352,2025-05-23,2,2,101,11935,4245,15,67109,31706.5,Post-Disruption
9353,2023-02-21,1,3,102,8567,2607,7,54755,23338.5,Pre-Disruption
9354,2023-04-26,4,1,101,1468,1613,4,44806,5410.0,Pre-Disruption
9355,2024-06-21,1,2,101,8608,2630,7,38312,23446.0,During-Disruption
9356,2024-06-24,2,1,104,11751,4078,14,60877,31135.5,During-Disruption
9357,2025-11-08,1,2,103,8666,2200,5,37924,23495.0,Post-Disruption
9358,2025-03-25,2,2,104,11849,4646,13,23111,31173.5,Post-Disruption
9359,2025-03-01,4,4,101,1412,2065,4,84420,4312.0,Post-Disruption
9360,2024-09-09,1,1,101,8499,2710,7,35022,22254.5,During-Disruption
9361,2024-02-23,3,1,104,6272,3394,7,33927,16938.0,During-Disruption
9362,2023-11-05,1,2,101,8636,2314,4,55467,22996.0,During-Disruption
9363,2025-05-13,1,1,102,8474,2775,7,43583,21834.0,Post-Disruption
9364,2023-07-05,1,1,104,8649,2473,6,43876,23298.5,Pre-Disruption
9365,2023-09-18,3,1,104,6177,3346,8,57786,16931.5,Pre-Disruption
9366,2023-06-09,1,2,103,8677,2505,7,28435,23663.5,Pre-Disruption
9367,2025-05-19,2,1,104,11941,4323,15,30485,31286.5,Post-Disruption
9368,2025-01-31,1,4,102,8615,2802,5,62296,23323.5,Post-Disruption
9369,2023-08-12,1,1,101,8619,2597,4,70533,23319.5,Pre-Disruption
9370,2023-06-29,3,1,104,6120,3489,7,28559,16713.0,Pre-Disruption
9371,2023-01-20,1,2,104,8491,2590,4,64376,23165.5,Pre-Disruption
9372,2024-09-23,1,1,103,8694,2511,6,22356,22551.0,During-Disruption
9373,2023-02-27,1,1,103,8499,2213,5,48540,21920.5,Pre-Disruption
9374,2024-12-23,2,1,101,11965,4169,13,66818,30656.5,During-Disruption
9375,2024-09-06,2,1,104,11867,4108,15,49392,30508.5,During-Disruption
9376,2024-07-15,1,3,102,8457,2242,7,63217,21650.5,During-Disruption
9377,2024-01-09,1,1,101,8488,2557,6,84688,22198.0,During-Disruption
9378,2024-09-13,2,4,102,11872,4474,12,67681,30201.0,During-Disruption
9379,2023-03-29,1,3,104,8544,2274,4,15872,22136.0,Pre-Disruption
9380,2025-11-09,3,1,101,6220,3206,8,29730,16980.0,Post-Disruption
9381,2025-10-10,3,1,103,6344,3404,6,81493,17126.0,Post-Disruption
9382,2023-01-14,2,1,103,11965,4079,15,78614,31336.5,Pre-Disruption
9383,2023-05-13,1,1,102,8461,2883,6,35812,22760.5,Pre-Disruption
9384,2025-11-23,3,2,101,6188,3393,9,55759,16022.0,Post-Disruption
9385,2025-06-10,3,1,102,6171,3158,8,30395,17011.5,Post-Disruption
9386,2024-08-14,2,4,103,11869,4503,14,34610,30846.5,During-Disruption
9387,2024-08-05,3,1,104,6272,3227,6,15909,17034.0,During-Disruption
9388,2023-10-16,3,1,103,6175,3525,7,77785,16360.5,Pre-Disruption
9389,2025-10-09,2,1,104,11857,4110,14,42914,31247.5,Post-Disruption
9390,2025-05-28,1,1,102,8612,2713,4,32769,22600.0,Post-Disruption
9391,2023-01-07,3,3,102,6108,3440,8,32199,16624.0,Pre-Disruption
9392,2023-08-28,1,2,102,8402,2446,4,69501,22273.0,Pre-Disruption
9393,2024-06-19,3,1,104,6269,3120,8,61476,17367.5,During-Disruption
9394,2023-03-11,3,4,102,6246,3506,6,18784,16172.0,Pre-Disruption
9395,2023-08-04,3,3,102,6105,3214,8,31705,16997.5,Pre-Disruption
9396,2025-12-13,2,3,101,11870,4394,14,52166,30356.0,Post-Disruption
9397,2025-03-16,1,3,104,8479,2679,6,39026,22630.5,Post-Disruption
9398,2023-11-26,1,2,102,8691,2223,4,33955,22635.5,During-Disruption
9399,2025-04-27,3,2,102,6323,3571,7,62641,16792.5,Post-Disruption
9400,2023-02-14,3,1,104,6394,3593,8,80230,16491.0,Pre-Disruption
9401,2025-04-08,2,1,104,11742,4240,12,23602,30284.0,Post-Disruption
9402,2023-07-17,1,2,103,8644,2895,7,59530,23469.0,Pre-Disruption
9403,2025-06-14,4,4,103,1449,1951,1,55098,4751.5,Post-Disruption
9404,2023-11-28,4,2,101,1694,1952,1,44822,5753.0,During-Disruption
9405,2024-11-26,2,4,102,11829,4349,13,24015,31190.5,During-Disruption
9406,2023-01-27,2,1,104,11951,4093,15,80279,31401.5,Pre-Disruption
9407,2023-11-14,3,2,102,6264,3226,9,50268,17587.0,During-Disruption
9408,2023-12-31,3,2,103,6200,2952,7,30568,17465.0,During-Disruption
9409,2025-08-17,4,2,103,1674,1969,2,66961,6116.0,Post-Disruption
9410,2024-01-08,1,2,103,8468,2293,6,66027,23069.0,During-Disruption
9411,2023-09-02,2,1,104,11743,4609,14,51922,30519.5,Pre-Disruption
9412,2024-04-22,2,1,102,11849,4444,12,26780,30579.5,During-Disruption
9413,2023-05-05,3,4,104,6234,3529,6,46664,17074.0,Pre-Disruption
9414,2024-06-20,3,1,102,6317,3189,8,41177,17393.5,During-Disruption
9415,2024-12-06,4,1,101,1547,1957,4,69405,5761.5,During-Disruption
9416,2024-06-14,2,1,103,11825,4060,12,66298,30186.5,During-Disruption
9417,2025-02-24,3,1,103,6348,3378,6,73416,17212.0,Post-Disruption
9418,2023-09-11,2,3,103,11753,4251,13,69148,30803.5,Pre-Disruption
9419,2023-05-01,2,3,103,11922,4565,14,44476,31512.0,Pre-Disruption
9420,2025-11-21,1,4,104,8608,2380,5,72074,22341.0,Post-Disruption
9421,2024-10-22,3,1,103,6243,3047,6,50369,17163.5,During-Disruption
9422,2025-11-26,4,2,102,1537,1645,3,34922,5796.5,Post-Disruption
9423,2025-11-02,1,4,102,8624,2317,7,72871,23064.0,Post-Disruption
9424,2023-03-29,1,4,103,8501,2292,7,53603,22436.5,Pre-Disruption
9425,2023-02-15,3,4,103,6198,3442,7,73071,16715.0,Pre-Disruption
9426,2025-07-21,2,3,104,11982,4212,14,74458,31676.0,Post-Disruption
9427,2025-01-14,4,1,104,1490,1753,1,72936,4943.0,Post-Disruption
9428,2025-08-24,1,1,102,8696,2678,7,71919,22551.0,Post-Disruption
9429,2025-02-01,1,3,102,8603,2646,7,54487,22329.5,Post-Disruption
9430,2025-01-31,2,3,101,11937,4277,15,80318,31259.5,Post-Disruption
9431,2025-03-04,1,3,102,8496,2512,4,55326,22615.0,Post-Disruption
9432,2025-01-13,1,1,101,8520,2640,4,38880,21842.0,Post-Disruption
9433,2025-12-05,1,2,103,8516,2815,7,69927,22179.0,Post-Disruption
9434,2024-07-11,1,1,103,8465,2353,6,45775,22568.5,During-Disruption
9435,2024-06-09,1,1,103,8530,2354,6,31650,22353.0,During-Disruption
9436,2024-08-19,4,1,102,1666,2167,2,34848,4892.0,During-Disruption
9437,2025-04-19,1,4,102,8491,2736,6,54680,21949.5,Post-Disruption
9438,2023-01-03,2,1,103,11776,4636,13,84419,31360.0,Pre-Disruption
9439,2025-11-17,3,2,104,6337,3584,7,61626,16845.5,Post-Disruption
9440,2023-06-06,2,1,103,11951,4629,15,26859,30552.5,Pre-Disruption
9441,2025-05-04,2,2,101,11926,4400,13,40778,31559.0,Post-Disruption
9442,2024-05-25,3,2,104,6240,3213,8,18847,16521.0,During-Disruption
9443,2024-11-17,3,4,104,6153,3494,8,16606,16733.5,During-Disruption
9444,2024-07-24,3,1,102,6239,3493,8,38076,17414.5,During-Disruption
9445,2024-12-15,2,1,102,11845,4022,15,38755,31440.5,During-Disruption
9446,2023-08-27,3,3,101,6373,3547,7,61356,17554.5,Pre-Disruption
9447,2023-10-30,2,1,103,11844,4305,12,56427,31364.0,Pre-Disruption
9448,2024-08-29,1,1,103,8566,2599,5,77980,22790.0,During-Disruption
9449,2025-09-17,3,2,102,6185,3500,7,66222,16486.5,Post-Disruption
9450,2023-11-30,2,2,102,11840,4351,15,68944,30958.0,During-Disruption
9451,2023-04-23,4,1,103,1444,1810,2,76766,4240.0,Pre-Disruption
9452,2023-12-28,1,1,104,8527,2793,6,71216,22028.5,During-Disruption
9453,2025-03-11,1,3,101,8516,2295,5,29081,22841.0,Post-Disruption
9454,2023-04-07,4,2,101,1546,2157,4,76323,4666.0,Pre-Disruption
9455,2023-01-16,1,1,101,8546,2632,5,17427,22513.0,Pre-Disruption
9456,2024-07-09,4,1,102,1420,1959,4,80503,4495.0,During-Disruption
9457,2024-01-11,4,2,104,1423,1648,4,80531,4572.5,During-Disruption
9458,2025-01-11,3,1,101,6257,3560,9,53890,17562.5,Post-Disruption
9459,2024-01-25,2,3,104,11747,4586,13,45366,30942.5,During-Disruption
9460,2024-09-11,2,2,102,11809,4220,12,80288,31347.5,During-Disruption
9461,2025-04-03,3,1,102,6158,2905,9,57342,16367.0,Post-Disruption
9462,2023-11-16,3,4,103,6116,2954,9,72996,16461.0,During-Disruption
9463,2023-07-15,2,1,104,11754,4014,14,84939,30246.0,Pre-Disruption
9464,2024-02-22,4,1,104,1536,2122,4,55731,5540.0,During-Disruption
9465,2024-08-29,2,2,104,11776,4382,13,38908,30470.0,During-Disruption
9466,2024-07-21,4,2,103,1669,1766,2,26352,5181.5,During-Disruption
9467,2024-06-27,1,1,101,8579,2575,4,63301,23150.5,During-Disruption
9468,2023-08-19,1,1,101,8484,2273,6,38916,23156.0,Pre-Disruption
9469,2025-06-02,2,1,102,11999,4676,15,19455,31710.5,Post-Disruption
9470,2024-06-04,1,1,103,8538,2384,5,74815,22397.0,During-Disruption
9471,2024-12-03,3,3,104,6269,2987,8,52878,17015.5,During-Disruption
9472,2025-04-25,1,2,103,8641,2555,5,52530,23273.5,Post-Disruption
9473,2024-11-03,4,1,102,1463,1664,4,33766,4766.5,During-Disruption
9474,2023-01-21,1,1,101,8639,2472,5,23679,22183.5,Pre-Disruption
9475,2024-08-10,2,1,101,11794,4190,14,75279,30604.0,During-Disruption
